3632|16402|5
8729|16402|5
7269|16402|4
7283|16402|5
10335|16402|4
3460|16402|5
7887|16402|4
7048|16402|5
897|16402|5
2724|16402|5
388|16402|4
6674|16402|5
5296|16402|5
9353|16402|5
8483|16402|5
3752|16402|4
2785|16402|5
4768|16402|5
2225|16402|4
5478|16402|5
10838|16402|4
3675|16402|5
8210|16402|5
6365|16402|5
6857|16402|5
3989|16402|5
9750|16402|5
8029|16402|5
6548|16402|5
8969|16402|5
8933|16402|5
226|16402|4
1341|16402|4
8640|16402|5
761|16402|5
10420|16402|5
1228|16402|5
957|16402|5
2870|16402|5
8218|16402|5
8128|16402|5
9533|16402|5
5868|16402|5
2322|16402|4
1372|16402|5
8941|16402|5
4430|16402|4
9232|16402|5
988|16402|5
3728|16402|5
1854|16402|5
3299|16402|4
518|16402|5
4079|16402|5
1745|16402|5
7627|16402|5
4758|16402|5
7092|16402|5
6594|16402|5
7805|16402|5
10309|16402|5
6998|16402|5
5719|16402|5
5101|16402|5
5758|16402|4
5772|16402|5
6679|16402|5
8530|16402|5
8175|16402|4
1883|16402|5
6541|16402|5
7612|16402|4
5841|16402|5
5902|16402|5
10077|16402|4
6727|16402|5
2809|16402|4
6281|16402|5
6|16402|5
3984|16402|4
4053|16402|5
7460|16402|4
7608|16402|5
3669|16402|5
2247|16402|5
5889|16402|5
5069|16402|5
6923|16402|5
1885|16402|5
3315|16402|5
9841|16402|4
1160|16402|5
25|16402|5
3085|16402|5
3657|16402|4
3253|16402|5
9153|16402|4
1300|16402|5
8791|16402|5
8965|16402|5
4496|16402|4
8468|16402|5
10508|16402|5
1371|16402|5
10564|16402|4
9660|16402|5
5922|16402|5
8700|16402|4
813|16402|5
10049|16402|4
6384|16402|5
2310|16402|4
1489|16402|5
1361|16402|5
10798|16402|5
2059|16402|5
7192|16402|4
6641|16402|5
10999|16402|5
3501|16402|5
5136|16402|5
6146|16402|5
6959|16402|5
3128|16402|5
6389|16402|4
5026|16402|4
6974|16402|4
2544|16402|5
9247|16402|5
9394|16402|4
3280|16402|5
540|16402|4
2509|16402|5
6707|16402|5
5501|16402|5
3075|16402|5
3506|16402|5
1390|16402|5
2863|16402|5
2995|16402|5
10636|16402|5
7059|16402|5
6614|16402|5
3384|16402|5
3079|16402|5
3210|16402|5
1273|16402|5
7596|16402|5
8981|16402|5
6561|16402|4
640|16402|5
9512|16402|5
724|16402|5
7734|16402|5
2343|16402|5
10151|16402|5
5107|16402|5
9792|16402|5
2916|16402|5
3910|16402|5
553|16402|5
3632|16402|5
8729|16402|4
7269|16402|5
7283|16402|5
10335|16402|4
3460|16402|5
7887|16402|5
7048|16402|5
897|16402|5
2724|16402|4
388|16402|5
6674|16402|5
5296|16402|5
9353|16402|5
8483|16402|5
3752|16402|5
2785|16402|5
4768|16402|5
2225|16402|5
5478|16402|5
10838|16402|5
3675|16402|4
8210|16402|5
6365|16402|5
6857|16402|5
3989|16402|4
9750|16402|5
8029|16402|5
6548|16402|5
8969|16402|5
8933|16402|5
226|16402|4
1341|16402|4
8640|16402|5
761|16402|5
10420|16402|5
1228|16402|5
957|16402|5
2870|16402|5
8218|16402|5
8128|16402|5
9533|16402|5
5868|16402|5
2322|16402|5
1372|16402|5
8941|16402|5
4430|16402|5
9232|16402|5
988|16402|5
3728|16402|5
1854|16402|5
3299|16402|5
518|16402|5
4079|16402|4
1745|16402|5
7627|16402|5
4758|16402|5
7092|16402|4
6594|16402|5
7805|16402|5
10309|16402|5
6998|16402|5
5719|16402|5
5101|16402|5
5758|16402|5
5772|16402|5
6679|16402|4
8530|16402|5
8175|16402|5
1883|16402|5
6541|16402|5
7612|16402|5
5841|16402|5
5902|16402|5
10077|16402|4
6727|16402|5
2809|16402|5
6281|16402|4
6|16402|4
3984|16402|5
4053|16402|5
7460|16402|5
7608|16402|4
3669|16402|5
