898,Tata_Motors,India,0.4290115124203117,Automobile
436,Hindustan_Aeronautics_Limited,India,0.5806899872400613,Aircraft
596,Maruti_Suzuki,India,0.6632532913004998,Automobile
596,Maruti_Suzuki,India,0.6632532913004998,AutomobileEngine
586,Mahindra_&_Mahindra,India,0.7168797303530388,Automobile
97,Ashok_Leyland,India,0.7552516865491112,Automobile
437,Hindustan_Motors,India,0.7844422226382627,Automobile
947,United_Breweries_Group,India,0.8076066669535248,Beverage
755,Raj_Hamsa_Ultralights,India,0.8265664763059934,Aircraft
349,Force_Motors,India,0.8424557915808197,Automobile
967,Vehicle_Factory_Jabalpur,India,0.8560223267976378,Automobile
865,Spice_Digital,India,0.8677815847930187,Device
587,Mahindra_REVA,India,0.8781019978005734,Automobile
303,Eicher_Motors,India,0.887254796651436,Automobile
702,Parle_Agro,India,0.8954446644803061,Beverage
127,Bajaj_Auto,India,0.902829350893351,Automobile
76,Amrut_Distilleries,India,0.9095326557749184,Beverage
633,Mohan_Meakin,India,0.9156532778521327,Beverage
74,Amkette,India,0.9212709991417529,InformationAppliance
550,Lava_International,India,0.926451103929165,Device
1018,YU_Televentures,India,0.9312475984536739,Device
896,Tara_International,India,0.9357055978406889,Automobile
774,Ringing_Bells_Private_Limited,India,0.9398631233758168,Device
483,Intex_Technologies,India,0.9437524748599934,Device
448,Huawei,China,0.4290115124203117,InformationAppliance
448,Huawei,China,0.4290115124203117,Device
208,Chengdu_Aircraft_Industry_Group,China,0.5806899872400613,Aircraft
1016,Xiaomi,China,0.6632532913004998,InformationAppliance
1016,Xiaomi,China,0.6632532913004998,Device
609,Meizu,China,0.7168797303530388,InformationAppliance
609,Meizu,China,0.7168797303530388,Device
830,Shenyang_Aircraft_Corporation,China,0.7552516865491112,Aircraft
677,OnePlus,China,0.7844422226382627,Device
423,Harbin_Aircraft_Industry_Group,China,0.8076066669535248,Aircraft
1015,Xi'an_Aircraft_Industrial_Corporation,China,0.8265664763059934,Aircraft
209,Chery,China,0.8424557915808197,Automobile
465,IQue,China,0.8560223267976378,InformationAppliance
227,Comac,China,0.8677815847930187,Aircraft
125,BYD_Auto,China,0.8781019978005734,Automobile
213,China_Aerospace_Science_and_Technology_Corporation,China,0.887254796651436,Rocket
213,China_Aerospace_Science_and_Technology_Corporation,China,0.887254796651436,Aircraft
444,Hongdu_Aviation_Industry_Group,China,0.8954446644803061,Aircraft
406,Great_Wall_Motors,China,0.902829350893351,Automobile
203,Changhe_Aircraft_Industries_Corporation,China,0.9095326557749184,Aircraft
826,Shaanxi_Aircraft_Corporation,China,0.9156532778521327,Aircraft
890,TCL_Corporation,China,0.9212709991417529,Device
553,Lenovo,China,0.926451103929165,InformationAppliance
553,Lenovo,China,0.926451103929165,Device
777,Roewe,China,0.9312475984536739,Automobile
212,China_Aerospace_Science_and_Industry_Corporation,China,0.9357055978406889,Aircraft
168,Brilliance_Auto,China,0.9398631233758168,Automobile
287,Dongfeng_Honda,China,0.9437524748599934,Automobile
379,Geely,China,0.9474012918711371,Automobile
559,Lifan_Group,China,0.9508333839704997,Automobile
414,Guangqi_Honda,China,0.9540693870376405,Automobile
38,Ainol,China,0.957127287188027,InformationAppliance
1027,ZTE,China,0.9600228427274348,Device
503,Jiangling_Motors,China,0.962769926792288,Automobile
254,DJI_(company),China,0.9653808077120881,InformationAppliance
182,CSR_Corporation_Limited,China,0.9678663800430949,Train
112,Aviation_Industry_Corporation_of_China,China,0.9702363562121535,Aircraft
319,FAW-Volkswagen,China,0.9724994264685214,Automobile
1022,Yuneec_International,China,0.9746633931564606,Aircraft
361,Foton_Motor,China,0.9767352840424578,Automobile
131,Baojun,China,0.978721448451811,Automobile
647,Nanjing_Automobile,China,0.9806276392135471,Automobile
215,China_CNR_Corporation,China,0.9824590828247652,Train
445,Hongqi_(marque),China,0.9842205397848932,Automobile
548,Landwind,China,0.9859163566869954,Automobile
771,Riich,China,0.9875505113647566,Automobile
1023,Yutong,China,0.9891266521632982,Automobile
214,China_Aviation_Industry_General_Aircraft,China,0.9906481322167943,Aircraft
419,Hafei,China,0.9921180394662169,Automobile
828,Shanghai_Maple,China,0.9935392230290344,Automobile
318,FAW-GM,China,0.9949143164334739,Automobile
1019,Yingli,China,0.9962457581486162,Aircraft
1020,Youngman,China,0.9975358097745606,Automobile
585,Magna_Steyr,Austria,0.4290115124203117,Automobile
760,Red_Bull_GmbH,Austria,0.5806899872400613,Beverage
508,KTM,Austria,0.6632532913004998,Automobile
508,KTM,Austria,0.6632532913004998,MotorsportSeason
508,KTM,Austria,0.6632532913004998,SportsSeason
874,Steyr-Daimler-Puch,Austria,0.7168797303530388,Automobile
315,Europe_Sails,Austria,0.7552516865491112,Aircraft
746,Puch,Austria,0.7844422226382627,Automobile
253,DCC_Doppelmayr_Cable_Car,Austria,0.8076066669535248,Train
932,Trixy_Aviation_Products,Austria,0.8265664763059934,Aircraft
468,Ikarbus,Bosnia_and_Herzegovina,0.4290115124203117,Automobile
468,Ikarbus,Bosnia_and_Herzegovina,0.4290115124203117,Aircraft
323,Fabrika_automobila_Priboj,Bosnia_and_Herzegovina,0.5806899872400613,Automobile
952,Utva_Aviation_Industry,Bosnia_and_Herzegovina,0.6632532913004998,Aircraft
661,Niki_Rotor_Aviation,Bulgaria,0.4290115124203117,Aircraft
773,Rimac_Automobili,Croatia,0.4290115124203117,Automobile
256,DOK-ING,Croatia,0.5806899872400613,Automobile
